id;servidor;timestamp;horario_de_pico;cpu_percent;memory_percent;memory_available;processos_ativos;disk_percent;disk_avl
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-08 09:15:17.588972;True;1.6;57.9;6.7G;513;3.1;350.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-08 09:15:27.589895;True;24.0;59.3;6.5G;522;3.1;350.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-08 09:15:37.591061;True;17.6;60.0;6.4G;530;3.1;350.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-08 09:15:47.594485;True;2.4;59.0;6.6G;530;3.1;350.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-08 09:15:57.597137;True;1.6;58.3;6.7G;530;3.1;350.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-08 09:16:07.597192;True;6.5;58.3;6.7G;529;3.1;350.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-08 09:16:17.600047;True;8.8;59.0;6.6G;525;3.1;350.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-08 09:16:27.598150;True;49.6;60.3;6.4G;528;3.1;350.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:05:24.931282;True;2.3;61.3;6.2G;610;3.1;345.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:05:34.936427;True;0.0;60.7;6.3G;609;3.1;345.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:05:44.937456;True;3.3;61.6;6.1G;606;3.1;345.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:05:54.942277;True;1.6;62.2;6.1G;607;3.1;345.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:06:04.943851;True;4.8;61.6;6.1G;612;3.1;345.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:06:14.948240;True;0.8;60.5;6.3G;612;3.1;345.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:06:24.951735;True;2.5;60.3;6.4G;608;3.1;345.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:06:34.955799;True;4.8;61.2;6.2G;610;3.1;345.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:06:44.960585;True;94.2;62.5;6.0G;623;3.1;345.4G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:06:54.962550;True;21.0;62.9;5.9G;622;3.1;345.0G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:07:04.958826;True;81.7;61.2;6.2G;617;3.1;345.0G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:07:14.962757;True;60.7;59.7;6.5G;625;3.1;345.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:07:24.963423;True;36.6;59.7;6.5G;621;3.1;345.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:07:34.967064;True;46.0;61.9;6.1G;634;3.1;345.6G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:07:44.971735;True;11.1;65.1;5.6G;638;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:07:54.969370;True;1.7;63.5;5.8G;637;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:08:04.976389;True;5.6;63.3;5.9G;637;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:08:14.977283;True;7.2;65.9;5.4G;635;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:08:24.978364;True;8.1;63.8;5.8G;635;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:08:34.978254;True;29.2;62.8;6.0G;623;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:08:44.980395;True;9.8;63.4;5.9G;622;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:08:54.985246;True;12.9;64.6;5.7G;624;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:09:04.984030;True;6.6;64.2;5.7G;628;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:09:14.982975;True;20.8;63.8;5.8G;629;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:09:24.987769;True;12.2;63.7;5.8G;628;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:09:34.988654;True;7.4;63.9;5.8G;629;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:09:44.997213;True;4.0;64.4;5.7G;635;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:09:54.995023;True;1.7;63.7;5.8G;635;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:10:05.003750;True;9.0;64.1;5.7G;638;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:10:15.005250;True;9.6;66.6;5.3G;639;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:10:25.010194;True;8.6;66.1;5.4G;626;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:10:35.006070;True;17.9;62.3;6.0G;628;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:10:45.011241;True;6.0;67.7;5.2G;626;3.1;345.5G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:10:55.014048;True;58.1;64.6;5.7G;633;3.1;345.4G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:11:05.015513;True;12.9;64.8;5.6G;633;3.1;345.4G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:11:15.018048;True;17.4;64.8;5.6G;633;3.3;331.0G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:11:25.021862;True;7.1;64.7;5.6G;631;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:11:35.025287;True;32.0;66.2;5.4G;625;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:11:45.029649;True;12.5;64.7;5.7G;623;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:11:55.031624;True;33.1;66.0;5.4G;629;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:12:05.035636;True;9.6;65.0;5.6G;629;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:12:15.040781;True;9.8;64.2;5.7G;629;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:12:25.044270;True;7.4;63.3;5.9G;628;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:12:35.047919;True;11.2;63.7;5.8G;627;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:12:45.050237;True;6.5;62.6;6.0G;626;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:12:55.055692;True;8.7;62.2;6.0G;626;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:13:05.057203;True;12.9;64.1;5.7G;626;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:13:15.059615;True;13.1;62.6;6.0G;625;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:13:25.062612;True;23.5;62.7;6.0G;626;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:13:35.068463;True;37.6;63.0;5.9G;627;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:13:45.073776;True;6.6;63.5;5.8G;627;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:13:55.074401;True;17.8;62.9;5.9G;627;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:14:05.078025;True;49.6;62.9;5.9G;628;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:14:15.082491;True;16.2;62.3;6.0G;626;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:14:25.085029;True;9.1;62.4;6.0G;626;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:14:35.093223;True;13.4;62.1;6.1G;627;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:14:45.094078;True;27.6;62.7;6.0G;625;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:14:55.096161;True;5.9;62.5;6.0G;625;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:15:05.099009;True;32.5;62.5;6.0G;625;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:15:15.102220;True;91.1;63.7;5.8G;625;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:15:25.104606;True;15.7;64.2;5.7G;639;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:15:35.105341;True;26.0;64.9;5.6G;640;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:15:45.110522;True;17.6;64.9;5.6G;642;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:15:55.115704;True;9.7;64.4;5.7G;641;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:16:05.117295;True;9.8;63.4;5.9G;642;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:16:15.121269;True;39.2;63.5;5.8G;641;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:16:25.125200;True;7.4;63.5;5.8G;641;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:16:35.131503;True;12.8;64.4;5.7G;641;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:16:45.132320;True;11.9;64.3;5.7G;640;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:16:55.139418;True;14.5;63.0;5.9G;637;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:17:05.143966;True;12.0;63.0;5.9G;637;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:17:15.144298;True;21.5;64.6;5.7G;639;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:17:25.147314;True;21.3;63.8;5.8G;639;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:17:35.156030;True;30.2;63.9;5.8G;640;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:17:45.160485;True;20.6;63.1;5.9G;640;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:17:55.160469;True;25.4;62.9;5.9G;640;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:18:05.158900;True;16.1;62.6;6.0G;640;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:18:15.164491;True;35.5;64.0;5.8G;640;3.3;329.9G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:18:25.165173;True;43.3;63.1;5.9G;641;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:18:35.170965;True;26.4;63.2;5.9G;641;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:18:45.174492;True;33.6;63.3;5.9G;641;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:18:55.176974;True;36.6;63.3;5.9G;641;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:19:05.194572;True;29.7;63.1;5.9G;641;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:19:15.197238;True;13.9;63.0;5.9G;641;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:19:25.198629;True;50.8;63.5;5.8G;649;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:19:35.206917;True;16.4;63.5;5.8G;649;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:19:45.205767;True;21.7;63.1;5.9G;649;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:19:55.214692;True;14.3;62.9;5.9G;640;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:20:05.220216;True;37.4;63.0;5.9G;639;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:20:15.223306;True;49.6;62.9;5.9G;637;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:20:25.228110;True;16.0;62.7;6.0G;639;3.3;329.8G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:20:35.232236;True;36.0;62.7;6.0G;639;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:20:45.238177;True;11.5;62.7;6.0G;639;3.3;329.7G
f3cf192771d4bac27139182840efccc8bf19b94d6ef0cbc9d2fa4458e2b9c6e7;MacBook-Pro-de-Laura.local;2025-10-12 10:20:55.239461;True;13.9;62.5;6.0G;640;3.3;329.7G
